mac,method,num_detections,num_decided,num_transitions,first_decision_index,agree_rate_vs_final,accuracy,num_true_movements,num_missed_movements,missed_movement_rate,num_confirmed_after_transition,num_premature_before_transition,num_premature_without_confirmation,num_false_movements,false_movements_per_hour,latency_median_sec,latency_p95_sec,latency_iqr_sec,latency_min_sec,latency_max_sec,pct_time_unknown_or_transition
c3:00:00:13:3b:b7,baseline,53,53,52,0,0.3333333333333333,0.33962264150943394,0.0,0.0,,0.0,0.0,0.0,34.0,1974.1935483870968,,,,,,0.0
c3:00:00:13:3b:b7,median,53,53,3,0,0.9803921568627451,0.9622641509433962,0.0,0.0,,0.0,0.0,0.0,1.0,58.064516129032256,,,,,,0.0
c3:00:00:13:3b:b7,median_hysteresis,53,53,3,0,0.9803921568627451,0.9622641509433962,0.0,0.0,,0.0,0.0,0.0,1.0,58.064516129032256,,,,,,0.0
c3:00:00:13:3b:b7,median_hysteresis_persistence,53,51,0,2,1.0,0.9622641509433962,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,3.7735849056603774
c3:00:00:13:3c:1e,baseline,53,53,52,0,0.3333333333333333,,,,,,,,,,,,,,,0.0
c3:00:00:13:3c:1e,median,53,53,7,0,0.803921568627451,,,,,,,,,,,,,,,0.0
c3:00:00:13:3c:1e,median_hysteresis,53,53,5,0,0.9215686274509803,,,,,,,,,,,,,,,0.0
c3:00:00:13:3c:1e,median_hysteresis_persistence,53,51,4,2,1.0,,,,,,,,,,,,,,,3.7735849056603774
c3:00:00:13:3b:f2,baseline,53,53,52,0,0.3269230769230769,,,,,,,,,,,,,,,0.0
c3:00:00:13:3b:f2,median,53,53,8,0,0.75,,,,,,,,,,,,,,,0.0
c3:00:00:13:3b:f2,median_hysteresis,53,53,7,0,0.9038461538461539,,,,,,,,,,,,,,,0.0
c3:00:00:13:3b:f2,median_hysteresis_persistence,53,52,3,1,1.0,,,,,,,,,,,,,,,1.8867924528301887
