mac,method,num_detections,num_decided,num_transitions,first_decision_index,agree_rate_vs_final,accuracy,num_true_movements,num_missed_movements,missed_movement_rate,num_confirmed_after_transition,num_premature_before_transition,num_premature_without_confirmation,num_false_movements,false_movements_per_hour,latency_median_sec,latency_p95_sec,latency_iqr_sec,latency_min_sec,latency_max_sec,pct_time_unknown_or_transition
c3:00:00:13:3b:b7,baseline,40,40,39,0,0.20512820512820512,0.3076923076923077,0,0,,0,0,0,27,1472.7272727272727,,,,,,0.0
c3:00:00:13:3b:b7,median,40,40,21,0,0.5897435897435898,0.6153846153846154,0,0,,0,0,0,12,654.5454545454545,,,,,,0.0
c3:00:00:13:3b:b7,median_hysteresis,40,40,20,0,0.6153846153846154,0.6153846153846154,0,0,,0,0,0,11,600.0,,,,,,0.0
c3:00:00:13:3b:b7,median_hysteresis_persistence,40,39,6,1,1.0,0.717948717948718,0,0,,0,0,0,3,163.63636363636363,,,,,,2.5
